#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+4.350000000000012e-09    +0.000000000000000e+00    +4.327025015434594e+05    +0.000000000000000e+00    -9.466621672125639e-02    -1.146725686997471e-01    +8.440684027210091e-02
+4.360000000000012e-09    +0.000000000000000e+00    +4.336972199378119e+05    +0.000000000000000e+00    -9.449473461156792e-02    -1.145453521743700e-01    +8.452347925681153e-02
+4.370000000000012e-09    +0.000000000000000e+00    +4.346919383321648e+05    +0.000000000000000e+00    -9.432347233656661e-02    -1.144184369956447e-01    +8.463961936126231e-02
+4.380000000000012e-09    +0.000000000000000e+00    +4.356866567265176e+05    +0.000000000000000e+00    -9.415242723434331e-02    -1.142918263510397e-01    +8.475525800153716e-02
+4.390000000000012e-09    +0.000000000000000e+00    +4.366813751208701e+05    +0.000000000000000e+00    -9.398161138627928e-02    -1.141655102773455e-01    +8.487040017021261e-02
+4.400000000000011e-09    +0.000000000000000e+00    +4.376760935152230e+05    +0.000000000000000e+00    -9.381101104990880e-02    -1.140395039813733e-01    +8.498504791720013e-02
+4.410000000000011e-09    +0.000000000000000e+00    +4.386708119095758e+05    +0.000000000000000e+00    -9.364063032250997e-02    -1.139137966899955e-01    +8.509920398959783e-02
+4.420000000000011e-09    +0.000000000000000e+00    +4.396655303039287e+05    +0.000000000000000e+00    -9.347046688835528e-02    -1.137883814419394e-01    +8.521287087608602e-02
+4.430000000000011e-09    +0.000000000000000e+00    +4.406602486982812e+05    +0.000000000000000e+00    -9.330052145747339e-02    -1.136632625741520e-01    +8.532605489927970e-02
+4.440000000000010e-09    +0.000000000000000e+00    +4.416549670926341e+05    +0.000000000000000e+00    -9.313079476288168e-02    -1.135384394223787e-01    +8.543875658111341e-02
+4.450000000000010e-09    +0.000000000000000e+00    +4.426496854869869e+05    +0.000000000000000e+00    -9.296128713717031e-02    -1.134139054080475e-01    +8.555097788282461e-02
+4.460000000000010e-09    +0.000000000000000e+00    +4.436444038813395e+05    +0.000000000000000e+00    -9.279199580219716e-02    -1.132896644804922e-01    +8.566272399826427e-02
+4.470000000000010e-09    +0.000000000000000e+00    +4.446391222756923e+05    +0.000000000000000e+00    -9.262292230267248e-02    -1.131657143966387e-01    +8.577399249668227e-02
+4.480000000000009e-09    +0.000000000000000e+00    +4.456338406700452e+05    +0.000000000000000e+00    -9.245406572985185e-02    -1.130420533637242e-01    +8.588479087644081e-02
+4.490000000000009e-09    +0.000000000000000e+00    +4.466285590643977e+05    +0.000000000000000e+00    -9.228542130128994e-02    -1.129186769771318e-01    +8.599512072276028e-02
+4.500000000000009e-09    +0.000000000000000e+00    +4.476232774587505e+05    +0.000000000000000e+00    -9.211699384680616e-02    -1.127955845869034e-01    +8.610498528536448e-02
+4.510000000000009e-09    +0.000000000000000e+00    +4.486179958531034e+05    +0.000000000000000e+00    -9.194878162718854e-02    -1.126727753867199e-01    +8.621438756655704e-02
+4.520000000000008e-09    +0.000000000000000e+00    +4.496127142474559e+05    +0.000000000000000e+00    -9.178078589397551e-02    -1.125502488193860e-01    +8.632332899844146e-02
+4.530000000000008e-09    +0.000000000000000e+00    +4.506074326418088e+05    +0.000000000000000e+00    -9.161300413822672e-02    -1.124280040635311e-01    +8.643181266171909e-02
+4.540000000000008e-09    +0.000000000000000e+00    +4.516021510361616e+05    +0.000000000000000e+00    -9.144543443325587e-02    -1.123060381986190e-01    +8.653983862471000e-02
+4.550000000000008e-09    +0.000000000000000e+00    +4.525968694305142e+05    +0.000000000000000e+00    -9.127807913658795e-02    -1.121843514976377e-01    +8.664741219965606e-02
+4.560000000000007e-09    +0.000000000000000e+00    +4.535915878248670e+05    +0.000000000000000e+00    -9.111093463513148e-02    -1.120629387938928e-01    +8.675453847779627e-02
+4.570000000000007e-09    +0.000000000000000e+00    +4.545863062192199e+05    +0.000000000000000e+00    -9.094400473873647e-02    -1.119417973819640e-01    +8.686121763498530e-02
+4.580000000000007e-09    +0.000000000000000e+00    +4.555810246135726e+05    +0.000000000000000e+00    -9.077728605777595e-02    -1.118209377410974e-01    +8.696745124312112e-02
+4.590000000000007e-09    +0.000000000000000e+00    +4.565757430079253e+05    +0.000000000000000e+00    -9.061077942216018e-02    -1.117003467554128e-01    +8.707324380990474e-02
+4.600000000000006e-09    +0.000000000000000e+00    +4.575704614022781e+05    +0.000000000000000e+00    -9.044448454347777e-02    -1.115800314693190e-01    +8.717859122215062e-02
+4.610000000000006e-09    +0.000000000000000e+00    +4.585651797966308e+05    +0.000000000000000e+00    -9.027839724917094e-02    -1.114599830827845e-01    +8.728350714461636e-02
+4.620000000000006e-09    +0.000000000000000e+00    +4.595598981909836e+05    +0.000000000000000e+00    -9.011251947904321e-02    -1.113402032360394e-01    +8.738798659389646e-02
+4.630000000000006e-09    +0.000000000000000e+00    +4.605546165853363e+05    +0.000000000000000e+00    -8.994685649591150e-02    -1.112206869432933e-01    +8.749203515830227e-02
+4.640000000000005e-09    +0.000000000000000e+00    +4.615493349796890e+05    +0.000000000000000e+00    -8.978140049787432e-02    -1.111014390065031e-01    +8.759565348494101e-02
+4.650000000000005e-09    +0.000000000000000e+00    +4.625440533740419e+05    +0.000000000000000e+00    -8.961615287602105e-02    -1.109824550604427e-01    +8.769884323459931e-02
+4.660000000000005e-09    +0.000000000000000e+00    +4.635387717683946e+05    +0.000000000000000e+00    -8.945111501020213e-02    -1.108637360166030e-01    +8.780160856468225e-02
+4.670000000000005e-09    +0.000000000000000e+00    +4.645334901627473e+05    +0.000000000000000e+00    -8.928628171499832e-02    -1.107452769098370e-01    +8.790395220594027e-02
+4.680000000000005e-09    +0.000000000000000e+00    +4.655282085571002e+05    +0.000000000000000e+00    -8.912165656446117e-02    -1.106270805591791e-01    +8.800587514179055e-02
+4.690000000000004e-09    +0.000000000000000e+00    +4.665229269514530e+05    +0.000000000000000e+00    -8.895723997103389e-02    -1.105091431374047e-01    +8.810738201316946e-02
+4.700000000000004e-09    +0.000000000000000e+00    +4.675176453458055e+05    +0.000000000000000e+00    -8.879302962677228e-02    -1.103914648734145e-01    +8.820847228977088e-02
+4.710000000000004e-09    +0.000000000000000e+00    +4.685123637401584e+05    +0.000000000000000e+00    -8.862902590730296e-02    -1.102740432572693e-01    +8.830914761806483e-02
+4.720000000000004e-09    +0.000000000000000e+00    +4.695070821345112e+05    +0.000000000000000e+00    -8.846522405341539e-02    -1.101568709606761e-01    +8.840941724802119e-02
+4.730000000000003e-09    +0.000000000000000e+00    +4.705018005288637e+05    +0.000000000000000e+00    -8.830162973744465e-02    -1.100399585478822e-01    +8.850927738287065e-02
+4.740000000000003e-09    +0.000000000000000e+00    +4.714965189232166e+05    +0.000000000000000e+00    -8.813823929694867e-02    -1.099232980712007e-01    +8.860873214084446e-02
+4.750000000000003e-09    +0.000000000000000e+00    +4.724912373175694e+05    +0.000000000000000e+00    -8.797505422703615e-02    -1.098068902582218e-01    +8.870778066597459e-02
+4.760000000000003e-09    +0.000000000000000e+00    +4.734859557119220e+05    +0.000000000000000e+00    -8.781207182490545e-02    -1.096907338210023e-01    +8.880642925271724e-02
+4.770000000000002e-09    +0.000000000000000e+00    +4.744806741062748e+05    +0.000000000000000e+00    -8.764929255598355e-02    -1.095748287962945e-01    +8.890467873705461e-02
+4.780000000000002e-09    +0.000000000000000e+00    +4.754753925006277e+05    +0.000000000000000e+00    -8.748671615780296e-02    -1.094591661859381e-01    +8.900253091219584e-02
+4.790000000000002e-09    +0.000000000000000e+00    +4.764701108949802e+05    +0.000000000000000e+00    -8.732434039543327e-02    -1.093437511348730e-01    +8.909998956474431e-02
+4.800000000000002e-09    +0.000000000000000e+00    +4.774648292893331e+05    +0.000000000000000e+00    -8.716216606917229e-02    -1.092285830592800e-01    +8.919705627409373e-02
+4.810000000000001e-09    +0.000000000000000e+00    +4.784595476836859e+05    +0.000000000000000e+00    -8.700019503091891e-02    -1.091136582494113e-01    +8.929373382705878e-02
+4.820000000000001e-09    +0.000000000000000e+00    +4.794542660780388e+05    +0.000000000000000e+00    -8.683842487557805e-02    -1.089989795483000e-01    +8.939002144464839e-02
+4.830000000000001e-09    +0.000000000000000e+00    +4.804489844723913e+05    +0.000000000000000e+00    -8.667685461719037e-02    -1.088845422669853e-01    +8.948592336296350e-02
+4.840000000000001e-09    +0.000000000000000e+00    +4.814437028667441e+05    +0.000000000000000e+00    -8.651548570901658e-02    -1.087703450287288e-01    +8.958144014428848e-02
+4.850000000000000e-09    +0.000000000000000e+00    +4.824384212610970e+05    +0.000000000000000e+00    -8.635430903666752e-02    -1.086563880152091e-01    +8.967657923691751e-02
+4.860000000000000e-09    +0.000000000000000e+00    +4.834331396554495e+05    +0.000000000000000e+00    -8.619333556770045e-02    -1.085426705353205e-01    +8.977133876499185e-02
+4.870000000000000e-09    +0.000000000000000e+00    +4.844278580498024e+05    +0.000000000000000e+00    -8.603255978990432e-02    -1.084291890997070e-01    +8.986572042116352e-02
+4.880000000000000e-09    +0.000000000000000e+00    +4.854225764441552e+05    +0.000000000000000e+00    -8.587198191250282e-02    -1.083159455844205e-01    +8.995972809249794e-02
+4.889999999999999e-09    +0.000000000000000e+00    +4.864172948385078e+05    +0.000000000000000e+00    -8.571160318382520e-02    -1.082029346460608e-01    +9.005336168183684e-02
+4.899999999999999e-09    +0.000000000000000e+00    +4.874120132328606e+05    +0.000000000000000e+00    -8.555141772955197e-02    -1.080901585808918e-01    +9.014662314472059e-02
+4.909999999999999e-09    +0.000000000000000e+00    +4.884067316272135e+05    +0.000000000000000e+00    -8.539143018553341e-02    -1.079776199692004e-01    +9.023951750953721e-02
+4.919999999999999e-09    +0.000000000000000e+00    +4.894014500215661e+05    +0.000000000000000e+00    -8.523163902011684e-02    -1.078653128244264e-01    +9.033204521551329e-02
+4.929999999999998e-09    +0.000000000000000e+00    +4.903961684159189e+05    +0.000000000000000e+00    -8.507204175248149e-02    -1.077532374303468e-01    +9.042420698204393e-02
+4.939999999999998e-09    +0.000000000000000e+00    +4.913908868102718e+05    +0.000000000000000e+00    -8.491263904460637e-02    -1.076413915930378e-01    +9.051600621718651e-02
+4.949999999999998e-09    +0.000000000000000e+00    +4.923856052046244e+05    +0.000000000000000e+00    -8.475343050475877e-02    -1.075297734041368e-01    +9.060744709661317e-02
+4.959999999999998e-09    +0.000000000000000e+00    +4.933803235989772e+05    +0.000000000000000e+00    -8.459441577229451e-02    -1.074183854995848e-01    +9.069852858506153e-02
+4.969999999999998e-09    +0.000000000000000e+00    +4.943750419933301e+05    +0.000000000000000e+00    -8.443559512330995e-02    -1.073072215140314e-01    +9.078925404592578e-02
+4.979999999999997e-09    +0.000000000000000e+00    +4.953697603876826e+05    +0.000000000000000e+00    -8.427696784592068e-02    -1.071962825709130e-01    +9.087962354771247e-02
+4.989999999999997e-09    +0.000000000000000e+00    +4.963644787820355e+05    +0.000000000000000e+00    -8.411853224802349e-02    -1.070855688976491e-01    +9.096964052178179e-02
+4.999999999999997e-09    +0.000000000000000e+00    +4.973591971763883e+05    +0.000000000000000e+00    -8.396028708637124e-02    -1.069750767638340e-01    +9.105930674938015e-02
+5.009999999999997e-09    +0.000000000000000e+00    +4.983539155707408e+05    +0.000000000000000e+00    -8.380223274132451e-02    -1.068648093973400e-01    +9.114862213681882e-02
+5.019999999999996e-09    +0.000000000000000e+00    +4.993486339650938e+05    +0.000000000000000e+00    -8.364437030187231e-02    -1.067547635090457e-01    +9.123759689900032e-02
+5.029999999999996e-09    +0.000000000000000e+00    +5.003433523594466e+05    +0.000000000000000e+00    -8.348669772784664e-02    -1.066449328821845e-01    +9.132622413797231e-02
+5.039999999999996e-09    +0.000000000000000e+00    +5.013380707537991e+05    +0.000000000000000e+00    -8.332921550978484e-02    -1.065353242374633e-01    +9.141450788753379e-02
+5.049999999999996e-09    +0.000000000000000e+00    +5.023327891481520e+05    +0.000000000000000e+00    -8.317192312242838e-02    -1.064259379431022e-01    +9.150245153783632e-02
+5.059999999999995e-09    +0.000000000000000e+00    +5.033275075425048e+05    +0.000000000000000e+00    -8.301481682733668e-02    -1.063167665581669e-01    +9.159005344231547e-02
+5.069999999999995e-09    +0.000000000000000e+00    +5.043222259368573e+05    +0.000000000000000e+00    -8.285789985302230e-02    -1.062078121748917e-01    +9.167731859957849e-02
+5.079999999999995e-09    +0.000000000000000e+00    +5.053169443312102e+05    +0.000000000000000e+00    -8.270116934728593e-02    -1.060990691380249e-01    +9.176425026756700e-02
+5.089999999999995e-09    +0.000000000000000e+00    +5.063116627255630e+05    +0.000000000000000e+00    -8.254462592568346e-02    -1.059905452505535e-01    +9.185084785450631e-02
+5.099999999999994e-09    +0.000000000000000e+00    +5.073063811199159e+05    +0.000000000000000e+00    -8.238827078448642e-02    -1.058822314166257e-01    +9.193711506501270e-02
+5.109999999999994e-09    +0.000000000000000e+00    +5.083010995142685e+05    +0.000000000000000e+00    -8.223210197665599e-02    -1.057741270010140e-01    +9.202305330897667e-02
+5.119999999999994e-09    +0.000000000000000e+00    +5.092958179086213e+05    +0.000000000000000e+00    -8.207611828492709e-02    -1.056662364783861e-01    +9.210865798478163e-02
+5.129999999999994e-09    +0.000000000000000e+00    +5.102905363029738e+05    +0.000000000000000e+00    -8.192031977623494e-02    -1.055585575016993e-01    +9.219393885089373e-02
+5.139999999999993e-09    +0.000000000000000e+00    +5.112852546973267e+05    +0.000000000000000e+00    -8.176470401440804e-02    -1.054510888576090e-01    +9.227889581615950e-02
+5.149999999999993e-09    +0.000000000000000e+00    +5.122799730916795e+05    +0.000000000000000e+00    -8.160927284462939e-02    -1.053438290186759e-01    +9.236353046599280e-02
+5.159999999999993e-09    +0.000000000000000e+00    +5.132746914860324e+05    +0.000000000000000e+00    -8.145402569952938e-02    -1.052367724416557e-01    +9.244784509383537e-02
+5.169999999999993e-09    +0.000000000000000e+00    +5.142694098803849e+05    +0.000000000000000e+00    -8.129896170791670e-02    -1.051299225919903e-01    +9.253184028451782e-02
+5.179999999999992e-09    +0.000000000000000e+00    +5.152641282747377e+05    +0.000000000000000e+00    -8.114408037452635e-02    -1.050232799642611e-01    +9.261551829067652e-02
+5.189999999999992e-09    +0.000000000000000e+00    +5.162588466690906e+05    +0.000000000000000e+00    -8.098938112648446e-02    -1.049168415803310e-01    +9.269887908632501e-02
+5.199999999999992e-09    +0.000000000000000e+00    +5.172535650634432e+05    +0.000000000000000e+00    -8.083486314456731e-02    -1.048106078767643e-01    +9.278192593364361e-02
+5.209999999999992e-09    +0.000000000000000e+00    +5.182482834577960e+05    +0.000000000000000e+00    -8.068052538468920e-02    -1.047045789451633e-01    +9.286466092242458e-02
+5.219999999999991e-09    +0.000000000000000e+00    +5.192430018521489e+05    +0.000000000000000e+00    -8.052636663685038e-02    -1.045987458320399e-01    +9.294708505250654e-02
+5.229999999999991e-09    +0.000000000000000e+00    +5.202377202465014e+05    +0.000000000000000e+00    -8.037238987987692e-02    -1.044931154060955e-01    +9.302920404242475e-02
+5.239999999999991e-09    +0.000000000000000e+00    +5.212324386408543e+05    +0.000000000000000e+00    -8.021859176659210e-02    -1.043876868371120e-01    +9.311101368216741e-02
+5.249999999999991e-09    +0.000000000000000e+00    +5.222271570352071e+05    +0.000000000000000e+00    -8.006497232361204e-02    -1.042824545843810e-01    +9.319251858290113e-02
+5.259999999999991e-09    +0.000000000000000e+00    +5.232218754295596e+05    +0.000000000000000e+00    -7.991153226453621e-02    -1.041774236220761e-01    +9.327371820811979e-02
+5.269999999999990e-09    +0.000000000000000e+00    +5.242165938239124e+05    +0.000000000000000e+00    -7.975826864971783e-02    -1.040725916714009e-01    +9.335461659144312e-02
+5.279999999999990e-09    +0.000000000000000e+00    +5.252113122182654e+05    +0.000000000000000e+00    -7.960518352917344e-02    -1.039679525868808e-01    +9.343521299384686e-02
+5.289999999999990e-09    +0.000000000000000e+00    +5.262060306126180e+05    +0.000000000000000e+00    -7.945227260367897e-02    -1.038635048897063e-01    +9.351551335932058e-02
+5.299999999999990e-09    +0.000000000000000e+00    +5.272007490069708e+05    +0.000000000000000e+00    -7.929953971265845e-02    -1.037592556164384e-01    +9.359551675321968e-02
+5.309999999999989e-09    +0.000000000000000e+00    +5.281954674013236e+05    +0.000000000000000e+00    -7.914698180570920e-02    -1.036551987736154e-01    +9.367522454950643e-02
+5.319999999999989e-09    +0.000000000000000e+00    +5.291901857956762e+05    +0.000000000000000e+00    -7.899460091984535e-02    -1.035513310703267e-01    +9.375463964390110e-02
+5.329999999999989e-09    +0.000000000000000e+00    +5.301849041900290e+05    +0.000000000000000e+00    -7.884239309803223e-02    -1.034476589201065e-01    +9.383375746369800e-02
+5.339999999999989e-09    +0.000000000000000e+00    +5.311796225843818e+05    +0.000000000000000e+00    -7.869036082380972e-02    -1.033441755838265e-01    +9.391258707915649e-02
+5.349999999999988e-09    +0.000000000000000e+00    +5.321743409787344e+05    +0.000000000000000e+00    -7.853849998213430e-02    -1.032408876529625e-01    +9.399112916935712e-02
+5.359999999999988e-09    +0.000000000000000e+00    +5.331690593730874e+05    +0.000000000000000e+00    -7.838681533771871e-02    -1.031377810830458e-01    +9.406938145455009e-02
+5.369999999999988e-09    +0.000000000000000e+00    +5.341637777674401e+05    +0.000000000000000e+00    -7.823529816282673e-02    -1.030348608233320e-01    +9.414734861311572e-02
+5.379999999999988e-09    +0.000000000000000e+00    +5.351584961617927e+05    +0.000000000000000e+00    -7.808395465590548e-02    -1.029321308854574e-01    +9.422503353614557e-02
+5.389999999999987e-09    +0.000000000000000e+00    +5.361532145561456e+05    +0.000000000000000e+00    -7.793278248297315e-02    -1.028295919099387e-01    +9.430243437717914e-02
+5.399999999999987e-09    +0.000000000000000e+00    +5.371479329504983e+05    +0.000000000000000e+00    -7.778178685653692e-02    -1.027272335490802e-01    +9.437955408292475e-02
+5.409999999999987e-09    +0.000000000000000e+00    +5.381426513448509e+05    +0.000000000000000e+00    -7.763095414672766e-02    -1.026250610890732e-01    +9.445639356833921e-02
+5.419999999999987e-09    +0.000000000000000e+00    +5.391373697392038e+05    +0.000000000000000e+00    -7.748029374079206e-02    -1.025230750240138e-01    +9.453295432667977e-02
+5.429999999999986e-09    +0.000000000000000e+00    +5.401320881335565e+05    +0.000000000000000e+00    -7.732980204798115e-02    -1.024212734766831e-01    +9.460923919459147e-02
+5.439999999999986e-09    +0.000000000000000e+00    +5.411268065279091e+05    +0.000000000000000e+00    -7.717948117513207e-02    -1.023196520469657e-01    +9.468525018983084e-02
+5.449999999999986e-09    +0.000000000000000e+00    +5.421215249222621e+05    +0.000000000000000e+00    -7.702932841416694e-02    -1.022182119898506e-01    +9.476098620400206e-02
+5.459999999999986e-09    +0.000000000000000e+00    +5.431162433166149e+05    +0.000000000000000e+00    -7.687934330763482e-02    -1.021169525889793e-01    +9.483645014611877e-02
+5.469999999999985e-09    +0.000000000000000e+00    +5.441109617109674e+05    +0.000000000000000e+00    -7.672952489833852e-02    -1.020158750536857e-01    +9.491164246567664e-02
+5.479999999999985e-09    +0.000000000000000e+00    +5.451056801053204e+05    +0.000000000000000e+00    -7.657987288247650e-02    -1.019149734364186e-01    +9.498656557724194e-02
+5.489999999999985e-09    +0.000000000000000e+00    +5.461003984996731e+05    +0.000000000000000e+00    -7.643038625929019e-02    -1.018142508585000e-01    +9.506122180304580e-02
+5.499999999999985e-09    +0.000000000000000e+00    +5.470951168940256e+05    +0.000000000000000e+00    -7.628106623396433e-02    -1.017137073071247e-01    +9.513561234168830e-02
+5.509999999999984e-09    +0.000000000000000e+00    +5.480898352883786e+05    +0.000000000000000e+00    -7.613191061119333e-02    -1.016133391145609e-01    +9.520973791926099e-02
+5.519999999999984e-09    +0.000000000000000e+00    +5.490845536827313e+05    +0.000000000000000e+00    -7.598292162820633e-02    -1.015131491164361e-01    +9.528359864620720e-02
+5.529999999999984e-09    +0.000000000000000e+00    +5.500792720770843e+05    +0.000000000000000e+00    -7.583409669041960e-02    -1.014131308440351e-01    +9.535719543312129e-02
+5.539999999999984e-09    +0.000000000000000e+00    +5.510739904714368e+05    +0.000000000000000e+00    -7.568543212642891e-02    -1.013132844173265e-01    +9.543053712427750e-02
+5.549999999999984e-09    +0.000000000000000e+00    +5.520687088657896e+05    +0.000000000000000e+00    -7.553692895725984e-02    -1.012136155352235e-01    +9.550361622437345e-02
+5.559999999999983e-09    +0.000000000000000e+00    +5.530634272601425e+05    +0.000000000000000e+00    -7.538859415413543e-02    -1.011141166121066e-01    +9.557644027786508e-02
+5.569999999999983e-09    +0.000000000000000e+00    +5.540581456544951e+05    +0.000000000000000e+00    -7.524042029593345e-02    -1.010147860491400e-01    +9.564900745496892e-02
+5.579999999999983e-09    +0.000000000000000e+00    +5.550528640488479e+05    +0.000000000000000e+00    -7.509240539834418e-02    -1.009156320099074e-01    +9.572131571126295e-02
+5.589999999999983e-09    +0.000000000000000e+00    +5.560475824432008e+05    +0.000000000000000e+00    -7.494455325359406e-02    -1.008166500491531e-01    +9.579337259561183e-02
+5.599999999999982e-09    +0.000000000000000e+00    +5.570423008375533e+05    +0.000000000000000e+00    -7.479685926640528e-02    -1.007178374245991e-01    +9.586517747210188e-02
+5.609999999999982e-09    +0.000000000000000e+00    +5.580370192319062e+05    +0.000000000000000e+00    -7.464932570272784e-02    -1.006191931367530e-01    +9.593673059562935e-02
+5.619999999999982e-09    +0.000000000000000e+00    +5.590317376262590e+05    +0.000000000000000e+00    -7.450195341339309e-02    -1.005207146879667e-01    +9.600803746886984e-02
+5.629999999999982e-09    +0.000000000000000e+00    +5.600264560206116e+05    +0.000000000000000e+00    -7.435473746066024e-02    -1.004224024872566e-01    +9.607909284391808e-02
+5.639999999999981e-09    +0.000000000000000e+00    +5.610211744149644e+05    +0.000000000000000e+00    -7.420767984878192e-02    -1.003242606408052e-01    +9.614990281486593e-02
+5.649999999999981e-09    +0.000000000000000e+00    +5.620158928093172e+05    +0.000000000000000e+00    -7.406077954253107e-02    -1.002262819905417e-01    +9.622046572063378e-02
+5.659999999999981e-09    +0.000000000000000e+00    +5.630106112036698e+05    +0.000000000000000e+00    -7.391403636109856e-02    -1.001284697197082e-01    +9.629078771982676e-02
+5.669999999999981e-09    +0.000000000000000e+00    +5.640053295980226e+05    +0.000000000000000e+00    -7.376745235601791e-02    -1.000308197205913e-01    +9.636086566811006e-02
+5.679999999999980e-09    +0.000000000000000e+00    +5.650000479923754e+05    +0.000000000000000e+00    -7.362102340933084e-02    -9.993333585597300e-02    +9.643070234641195e-02
+5.689999999999980e-09    +0.000000000000000e+00    +5.659947663867280e+05    +0.000000000000000e+00    -7.347474977835870e-02    -9.983601404848017e-02    +9.650029739530847e-02
+5.699999999999980e-09    +0.000000000000000e+00    +5.669894847810810e+05    +0.000000000000000e+00    -7.332863161167229e-02    -9.973885316586625e-02    +9.656965271324972e-02
+5.709999999999980e-09    +0.000000000000000e+00    +5.679842031754337e+05    +0.000000000000000e+00    -7.318266479155851e-02    -9.964185187360346e-02    +9.663877252393466e-02
+5.719999999999979e-09    +0.000000000000000e+00    +5.689789215697863e+05    +0.000000000000000e+00    -7.303685357029537e-02    -9.954501211158000e-02    +9.670765686495202e-02
+5.729999999999979e-09    +0.000000000000000e+00    +5.699736399641391e+05    +0.000000000000000e+00    -7.289119480464283e-02    -9.944833573845704e-02    +9.677630502231349e-02
+5.739999999999979e-09    +0.000000000000000e+00    +5.709683583584919e+05    +0.000000000000000e+00    -7.274569134794107e-02    -9.935181694825111e-02    +9.684472045358419e-02
+5.749999999999979e-09    +0.000000000000000e+00    +5.719630767528450e+05    +0.000000000000000e+00    -7.260033964024876e-02    -9.925545301932732e-02    +9.691290299581277e-02
+5.759999999999978e-09    +0.000000000000000e+00    +5.729577951471974e+05    +0.000000000000000e+00    -7.245513941029466e-02    -9.915925173063078e-02    +9.698085333774692e-02
+5.769999999999978e-09    +0.000000000000000e+00    +5.739525135415503e+05    +0.000000000000000e+00    -7.231009094152448e-02    -9.906320428851192e-02    +9.704857383624772e-02
+5.779999999999978e-09    +0.000000000000000e+00    +5.749472319359027e+05    +0.000000000000000e+00    -7.216519128555840e-02    -9.896731483195317e-02    +9.711606578677981e-02
+5.789999999999978e-09    +0.000000000000000e+00    +5.759419503302557e+05    +0.000000000000000e+00    -7.202044200619959e-02    -9.887158105688311e-02    +9.718333075538085e-02
+5.799999999999977e-09    +0.000000000000000e+00    +5.769366687246084e+05    +0.000000000000000e+00    -7.187584215243596e-02    -9.877600511738852e-02    +9.725036973835234e-02
+5.809999999999977e-09    +0.000000000000000e+00    +5.779313871189614e+05    +0.000000000000000e+00    -7.173139250688837e-02    -9.868057972552077e-02    +9.731718490438312e-02
+5.819999999999977e-09    +0.000000000000000e+00    +5.789261055133140e+05    +0.000000000000000e+00    -7.158709254061583e-02    -9.858530753759473e-02    +9.738377445609418e-02
+5.829999999999977e-09    +0.000000000000000e+00    +5.799208239076667e+05    +0.000000000000000e+00    -7.144293963642902e-02    -9.849018951906614e-02    +9.745014175063008e-02
+5.839999999999977e-09    +0.000000000000000e+00    +5.809155423020197e+05    +0.000000000000000e+00    -7.129893445973527e-02    -9.839522210979815e-02    +9.751628728987023e-02
+5.849999999999976e-09    +0.000000000000000e+00    +5.819102606963721e+05    +0.000000000000000e+00    -7.115507577357372e-02    -9.830040717499702e-02    +9.758221203632489e-02
+5.859999999999976e-09    +0.000000000000000e+00    +5.829049790907250e+05    +0.000000000000000e+00    -7.101136178418413e-02    -9.820574321142332e-02    +9.764792029827370e-02
+5.869999999999976e-09    +0.000000000000000e+00    +5.838996974850779e+05    +0.000000000000000e+00    -7.086779518036547e-02    -9.811123052832874e-02    +9.771341034176936e-02
+5.879999999999976e-09    +0.000000000000000e+00    +5.848944158794305e+05    +0.000000000000000e+00    -7.072437289550756e-02    -9.801686693335840e-02    +9.777868373057182e-02
+5.889999999999975e-09    +0.000000000000000e+00    +5.858891342737833e+05    +0.000000000000000e+00    -7.058109776327212e-02    -9.792265257572300e-02    +9.784374112516350e-02
+5.899999999999975e-09    +0.000000000000000e+00    +5.868838526681361e+05    +0.000000000000000e+00    -7.043796593710412e-02    -9.782858596403282e-02    +9.790858417435552e-02
+5.909999999999975e-09    +0.000000000000000e+00    +5.878785710624887e+05    +0.000000000000000e+00    -7.029497642144143e-02    -9.773466821590349e-02    +9.797321350678209e-02
+5.919999999999975e-09    +0.000000000000000e+00    +5.888732894568414e+05    +0.000000000000000e+00    -7.015212995212250e-02    -9.764089393970043e-02    +9.803763212869193e-02
+5.929999999999974e-09    +0.000000000000000e+00    +5.898680078511944e+05    +0.000000000000000e+00    -7.000942875497647e-02    -9.754727033100616e-02    +9.810184006693659e-02
+5.939999999999974e-09    +0.000000000000000e+00    +5.908627262455469e+05    +0.000000000000000e+00    -6.986686827618865e-02    -9.745378896115257e-02    +9.816583944264198e-02
+5.949999999999974e-09    +0.000000000000000e+00    +5.918574446398998e+05    +0.000000000000000e+00    -6.972445003531300e-02    -9.736045260836086e-02    +9.822962729953180e-02
+5.959999999999974e-09    +0.000000000000000e+00    +5.928521630342526e+05    +0.000000000000000e+00    -6.958217233211891e-02    -9.726725953327595e-02    +9.829320899200510e-02
+5.969999999999973e-09    +0.000000000000000e+00    +5.938468814286052e+05    +0.000000000000000e+00    -6.944003358804965e-02    -9.717421477711885e-02    +9.835658531762551e-02
+5.979999999999973e-09    +0.000000000000000e+00    +5.948415998229580e+05    +0.000000000000000e+00    -6.929803322141928e-02    -9.708130854156927e-02    +9.841975903490754e-02
+5.989999999999973e-09    +0.000000000000000e+00    +5.958363182173108e+05    +0.000000000000000e+00    -6.915617819865756e-02    -9.698854595601496e-02    +9.848272263741227e-02
+5.999999999999973e-09    +0.000000000000000e+00    +5.968310366116634e+05    +0.000000000000000e+00    -6.901445747522927e-02    -9.689592290821962e-02    +9.854548359224911e-02
